file_path;concept_name;pattern;match_type;matched_text;similarity_score;first_line
classiq-library/algorithms/qml/qsvm/qsvm.py;/qiskit_machine_learning/qiskit_machine_learning.algorithms.classifiers.PegasosQSVC;SWAP Test;summary;!/usr/bin/env python coding: utf-8 Quantum Support Vector Machines (QSVM) > **Quantum Support Vector Machines** is the quantum version of classical Su...;0.6515;0
classiq-library/algorithms/qml/qsvm/qsvm.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;688
classiq-library/algorithms/qml/quantum_autoencoder/quantum_autoencoder.py;/classiq/open_library.functions.variational.encode_in_angle;Data Encoding;name;angle_encoding;0.9169;167
classiq-library/algorithms/qml/quantum_autoencoder/quantum_autoencoder.py;/classiq/open_library.functions.swap_test.swap_test;SWAP Test;name;swap_test;1.0000;174
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/qmod.builtins.functions.exponentiation.suzuki_trotter;Hamiltonian Simulation;name;suzuki_trotter;1.0000;146
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/open_library.functions.discrete_sine_cosine_transform.qst_type2;Basis Change;name;qst_type2;1.0000;164
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/open_library.functions.discrete_sine_cosine_transform.qct_qst_type1;Basis Change;name;qct_type2;0.9008;165
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/open_library.functions.discrete_sine_cosine_transform.qct_qst_type2;Basis Change;name;qct_type2;0.9450;165
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/open_library.functions.discrete_sine_cosine_transform.qct_type2;Basis Change;name;qct_type2;1.0000;165
classiq-library/algorithms/quantum_differential_equations_solvers/discrete_poisson_solver/discrete_poisson_solver.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);name;qpe_flexible;1.0000;186
